,Reviews,Sentiment,Overall Sentiment
331,"33. The food was a complete wastage of money. I think employees at dastarkhwan don't understand the term ""spicy"", in fact they try to cook spicy by adding enormous amount of salt. I don't know how they managed to get such a rating on ZOMATO. Disgusting service by DASTARKHWAN","{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.5267}",Negative
332,"34. There have been so many cafes opening in Lucknow and serving tasteless food, but there are some old and authentic restaurants which have kept the Lucknow charm alive. One of them is Dastarkhwaan. They still serve lip smacking dishes like Biryani, Mutton Chaap, Butter chicken and their famous Chicken Masala. Worth going again and again.","{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.3818}",Positive
333,35. The Chicken Kali Mirch and Chicken Masala is Finger licking Good. The place is so famous that you've to wait for 30 minutes approx to get a table.,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",Positive
334,36. Nice experience with the dishes I ordered an the zomato service was also very nice,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.6808}",Positive
335,"37. the chicken was dry, it doesnt tasted fresh,low quality","{'neg': 0.389, 'neu': 0.185, 'pos': 0.426, 'compound': 0.0516}",Positive
336,"38. It's a great restaurant, I love it because it has no comparison. I want everyone to order from this restaurant and give it a try. Taste healthy","{'neg': 0.0, 'neu': 0.11, 'pos': 0.89, 'compound': 0.7964}",Positive
337,39. Best place for biriyani in lucknow. The culture is very ethnic and the gravy they give us along wid the biriyani is worth tryin. Also a great place for kebab lovers,"{'neg': 0.0, 'neu': 0.376, 'pos': 0.624, 'compound': 0.8519}",Positive
338,40. The best Chicken Masala of Lucknow when they serves it with pataha.. U Will forget everything.. Rates are ok and taste is like best.,"{'neg': 0.141, 'neu': 0.074, 'pos': 0.785, 'compound': 0.8658}",Positive
339,41. Chicken starter are way too good but when it comes to main course it get worse. I ordered chicken kali mirch and chicken korma but the taste of chicken korma was so poor that I threw it away as it was poor in taste.,"{'neg': 0.541, 'neu': 0.291, 'pos': 0.169, 'compound': -0.7506}",Negative
340,"42. People who know dastarkhan doesn't require an introduction to this place but to those who are completely unaware of it, for them, it is one of the best places to get avadhi style cuisine in Lucknow. it has almost 5 to 10 branches in Lucknow. It's one of the oldest non veg restaurant in Lucknow and worth going place","{'neg': 0.107, 'neu': 0.565, 'pos': 0.328, 'compound': 0.6469}",Positive
341,43. A very good place to eat and drink. Food quality is way too good the food is mouthwatering and yummy I personally recommend this place. I've been there so many times and the food tastes amazing. Waiters are good at work.,"{'neg': 0.0, 'neu': 0.211, 'pos': 0.789, 'compound': 0.9325}",Positive
342,44. Me and my family tried your galawat kebab with roomali roti as recommended by everyone in Lucknow but it was totally disappointment. The after taste of each bite was bitter and I don't know why. I love kebabs and it really broke my heart when I had this.,"{'neg': 0.462, 'neu': 0.414, 'pos': 0.124, 'compound': -0.7083}",Negative
343,"45. Food is Awesome. Enjoy the great kebabs and biryani. Espcially recommended is the Galwati kebab and the mutton curry. Roti here is also fresh, hot and tasty. Health and diet freaks may find it a bit difficult to eat here","{'neg': 0.115, 'neu': 0.321, 'pos': 0.564, 'compound': 0.8689}",Positive
344,"46. What a place for foodies! I had one of the best galawati kababs and Mughlai Paranthas of my life from this place. A treat to your taste buds and fulfilment to your soul. A must visit, in case you are in Lucknow!","{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",Positive
345,"47. Shammi kabab were excellent ( no green chutney along with it not sure why ) , boti kabab was good . Have heard feedback about other dishes as well but in one go you cannot finish all . In Lucknow should not miss .","{'neg': 0.0, 'neu': 0.214, 'pos': 0.786, 'compound': 0.875}",Positive
346,48. Dastarkhwan is a great place to have many types of chicken and mutton mughlai dishes. I had taken a parcel from this restaurant which was take-away.,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",Positive
347,49. I ordered a Shami Kabab and a Chicken Biryani. The kabab was very tasty and also had the lucknowi taste in it. The biryani was also delicious with chicken pieces in it.,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",Positive
348,"50. Such lovely place too eat your food with your family, Chicken masala with Parantha! Must have! Wonderful place to hangout with friends , its all chirpy and fun! And you can hear all laughs and happy faces in the place so it's destined to make it a fun night for you and your family,","{'neg': 0.0, 'neu': 0.211, 'pos': 0.789, 'compound': 0.9042}",Positive
349,"1. I ordered for their premium thali which had six dishes including a sweet as well , I must say the food taste was awesome so far in Lucknow but quantity and packing was something can be better. As you can see in pictures the salad was not even packed.","{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.9022}",Positive
350,"2. When I think of basket chat..its non other than royal cafe..u will the best basket chat,dahi batasha hete only.bit expensive..but for yummmilicious chat its best","{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.8555}",Positive
351,3. I really like the taste plus the presentation but it was very spicy,"{'neg': 0.0, 'neu': 0.264, 'pos': 0.736, 'compound': 0.4201}",Positive
352,"5. Ambience, Enough space, Good crowd, royal inn legacy and awesome food is all about royal cafe. I had ordered Paneer Tikka Masala and believe me that was so good. It was spicy enough as much required and gravy was light. Hot n soup soup was also good with good quantity.","{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.9403}",Positive
353,"6. Royal Cafe is definitely Lucknow's most popular family restaurant. If Tunday is an absolute example of a food genius success, Royal Cafe is surely an absolute example of modern food commerce success. Initially started as a brilliant chat corner, it did move into commerce direction, but with huge success, because of the proper standardization.","{'neg': 0.0, 'neu': 0.383, 'pos': 0.617, 'compound': 0.926}",Positive
354,"7. The location of the flagship outlet surely deserves some credit for its success. Located in the heart of Hazratganj, the most popular marketplace in Lucknow, it's a very fine fine dining restaurant which to any outsiders surprise, is also a magnificent evening snack place. I remember how much I used to love the big basket chat after having some really brilliant Batashe I think Basket chat is still Royal Cafe's most popular item.","{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.9589}",Positive
355,8. I tried the basket chat and then i visited it more 4 time for the same basket chat then you can understand how good it is. They have both indoor area and outdoor area. Outdoor area is basically for chats and all and the indoor is suitable for lunch and dinner,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",Positive
356,"9. Tried the basket chat after a long time, it s delicious as before and portion size is good enough for two people,although its quite overpriced.","{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.765}",Positive
357,10. Royal cafe as a name feels like royal first of all coming to the ambiance which is too much beautiful and food was also good staff was so disciplined and service was also good .,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.8658}",Positive
358,11. I was a big fan of your menu your food but today m very disappointed I just opened my veg dum biryani and started and found insect I don't know what it is mosquito or spider whatever it is I lost my fait from you guys,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",Negative
359,"12. A chat with full of happiness mix with curd and pomegranate buckets which made of gram flour, if you are in lucknow go visit this place you will love the taste ,","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
360,13. Taste is great and so is the ambience. Food is served in large potions so confirm before ordering in large quantities. We tried both veg and non-veg food and we're satisfied with quality and quantity. They also accept zomato gold which is like cherry on the cake.,"{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.8591}",Positive
361,14. I visited this good place for it's basket Chaat which was honestly really good ! And the royal cafe is one of the best restaurant in lucknow ! A good food in a reasonable prices ! I loved this place !,"{'neg': 0.0, 'neu': 0.166, 'pos': 0.834, 'compound': 0.9641}",Positive
362,15. I visited this good place for it's basket Chaat which was honestly really good ! And the royal cafe is one of the best restaurant in lucknow ! A good food in a reasonable prices ! I loved this place !,"{'neg': 0.0, 'neu': 0.166, 'pos': 0.834, 'compound': 0.9641}",Positive
363,16. This place needs no introduction .It's slowly become an iconic place for people to quench their Chaat pangs.What's not advertised is the family restaurant area which though offers a 3star ambience and decor ..gets full marks for the menu variety and taste,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
364,17. The food was pretty good. Average food at very affordable prices. It has great selection of vegetarian dishes and as well as non-vegetarian dishes.,"{'neg': 0.0, 'neu': 0.289, 'pos': 0.711, 'compound': 0.9062}",Positive
365,"18. I am a zomato gold member, and i had a complement dish unlocked via zomato, the waiter said , it is not applicable to this outlet , it is only applicable in hazratganj outlet. Ok fine. And then the waiter was so pursuasive for tip after we finished, that i didnot like. It should be our willingnI luv this place. Amazing service. Well designed decor. And very important awesome food taste. I tried chicken rehra with butter tandoori roti which makes me mesmerize. I luv this place n everyone should try this!!@fooditeriansess for tip and not to be asked for.","{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.93}",Positive
366,"19. The handi Biryani and the basket chat is awesome, I love this place because of these two things, the hazratganz branch is best of all the other branches which it has, the prices are also average neither too high nor too low","{'neg': 0.0, 'neu': 0.218, 'pos': 0.782, 'compound': 0.9362}",Positive
367,"20. Paneer Tikka was toooo darn good probably the best paneer tikka I've tried in town. It was adequate, juicy plus the smoky flavour, chutney and salad adds 5 stars to this dish. Strongly recommend whenever you make a visit, Do try","{'neg': 0.0, 'neu': 0.406, 'pos': 0.594, 'compound': 0.8934}",Positive
368,"21. This place is conveniently located on the busy street of hazratganj which serves some outstanding delicacies of Lucknow. It's a charming little restaurant, peaceful with a pretty decent ambience. The food was good, the mutton we had was well cooked, the breads were nice. Over all a nice place to visit for a good meal.","{'neg': 0.0, 'neu': 0.228, 'pos': 0.772, 'compound': 0.978}",Positive
369,"22. Royal cafe, the name in enough for the taste. They have maintained there quality in taste and service and I really love their food. I can visit again and again","{'neg': 0.0, 'neu': 0.527, 'pos': 0.473, 'compound': 0.6697}",Positive
370,23. The food from this place was awesome but as per the price the cafe is a bit expensive. Since i ordered the food so i could not say much about the staff service and ambience. I would suggest this place if u are in search of some good food,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.7906}",Positive
371,"24. This is the best place in the entire town for a family dinner. I mean you can't find any flaw in the entire place, whether it be service or it be quality or food portion or any other thing. Brief is stated below :!! AMBIENCE !!","{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",Positive
